ccode1,ccode2,state.destination.name,state.destination.abb,state.origin.name,state.origin.abb,dyad.id,riv.strategic.interv,year,rivalry.strategic.positional,pts.gradient,riv.strategic.positional,trade,polyarchy.additive.gradient,alliance.defense,arms.inverse,immigrant.population,gdppc.gradient,ref.flow,riv.strategic.spatial,arms,rivalry.strategic.ideological,riv.strategic,remittances,contiguity,rivalry.strategic.interv,min.distance,remit,trips,rivalry.strategic.spatial,riv.strategic.ideological,contiguity.any
100,210,Netherlands,NTH,Colombia,COL,100210,0.0,2016,,,0.0,,0.405005955,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,7879.708865,0.0,29137.0,,0.0,0.0
100,255,Germany,GMY,Colombia,COL,100255,0.0,2016,,,0.0,,0.095795322,0.0,0.0,,,4.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0
100,325,Italy,ITA,Colombia,COL,100325,0.0,2016,,,0.0,,0.214539283,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,8100.005522,0.0,0.0,,0.0,0.0
101,20,Canada,CAN,Venezuela,VEN,10120,0.0,2016,,,0.0,,0.682686795,0.0,0.0,,,234.0,0.0,0.0,,0.0,,0.0,,3486.314106,0.0,0.0,,0.0,0.0
101,70,Mexico,MEX,Venezuela,VEN,10170,0.0,2016,,,0.0,,0.07252839,1.0,0.0,,,241.0,0.0,0.0,,0.0,,0.0,,1828.293519,0.0,0.0,,0.0,0.0
101,255,Germany,GMY,Venezuela,VEN,101255,0.0,2016,,,0.0,,0.350435137,0.0,0.0,,,10.0,0.0,0.0,,0.0,,0.0,,,14.0,0.0,,0.0,0.0
130,2,United States of America,USA,Ecuador,ECU,1302,0.0,2016,,,0.0,,0.274237784,1.0,0.0,,,166.0,0.0,0.0,,0.0,,0.0,,2631.270175,0.0,0.0,,0.0,0.0
135,20,Canada,CAN,Peru,PER,13520,0.0,2016,,,0.0,,0.255970234,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,4681.734323,0.0,0.0,,0.0,0.0
135,160,Argentina,ARG,Peru,PER,135160,0.0,2016,,,0.0,,0.011732444,1.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,552.729204,0.0,0.0,,0.0,0.0
135,255,Germany,GMY,Peru,PER,135255,0.0,2016,,,0.0,,-0.076281424,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0
140,2,United States of America,USA,Brazil,BRA,1402,0.0,2016,,,0.0,,0.265947823,1.0,24.0,,,0.0,0.0,0.0,,0.0,,0.0,,2833.946588,0.0,0.0,,0.0,0.0
140,255,Germany,GMY,Brazil,BRA,140255,0.0,2016,,,0.0,,-0.003450591,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,,66.0,0.0,,0.0,0.0
155,20,Canada,CAN,Chile,CHL,15520,0.0,2016,,,0.0,,0.223329417,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,6692.369177,0.0,0.0,,0.0,0.0
155,101,Venezuela,VEN,Chile,CHL,155101,0.0,2016,,,0.0,,-0.459357378,1.0,0.0,,,5.0,0.0,0.0,,0.0,,0.0,,2049.267019,0.0,0.0,,0.0,0.0
155,160,Argentina,ARG,Chile,CHL,155160,0.0,2016,,,0.0,,-0.020908373,1.0,0.0,,,0.0,0.0,0.0,,0.0,,1.0,,0.0,0.0,0.0,,0.0,1.0
155,211,Belgium,BEL,Chile,CHL,155211,0.0,2016,,,0.0,,0.272946729,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,10302.43545,0.0,0.0,,0.0,0.0
155,255,Germany,GMY,Chile,CHL,155255,0.0,2016,,,0.0,,-0.108922241,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0
160,20,Canada,CAN,Argentina,ARG,16020,0.0,2016,,,0.0,,0.24423779,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,7224.190219,0.0,0.0,,0.0,0.0
160,255,Germany,GMY,Argentina,ARG,160255,0.0,2016,,,0.0,,-0.088013868,0.0,0.0,,,1.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0
230,255,Germany,GMY,Spain,SPN,230255,0.0,2016,,,0.0,,-0.012302011,1.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0
290,20,Canada,CAN,Poland,POL,29020,0.0,2016,,,0.0,,0.254692285,1.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,3843.132216,0.0,0.0,,0.0,0.0
290,211,Belgium,BEL,Poland,POL,290211,0.0,2016,,,0.0,,0.304309597,1.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,595.5765102,0.0,485499.0,,0.0,0.0
290,255,Germany,GMY,Poland,POL,290255,0.0,2016,,,0.0,,-0.077559373,1.0,0.0,,,0.0,0.0,0.0,,0.0,,1.0,,,0.0,0.0,,0.0,1.0
501,2,United States of America,USA,Kenya,KEN,5012,0.0,2016,,,0.0,,0.690473148,0.0,24.8,,,0.0,0.0,0.0,,0.0,,0.0,,10541.9027,0.0,0.0,,0.0,0.0
343,255,Germany,GMY,Macedonia,MAC,343255,0.0,2016,,,0.0,,-0.103592455,0.0,0.0,,,39.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0
344,325,Italy,ITA,Croatia,CRO,344325,0.0,2016,,,0.0,,0.543075895,1.0,0.0,,,0.0,0.0,0.0,,0.0,,3.0,,35.56981216,0.0,0.0,,0.0,1.0
346,255,Germany,GMY,Bosnia and Herzegovina,BOS,346255,0.0,2016,,,0.0,,-0.055186156,0.0,0.0,,,38.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0
346,325,Italy,ITA,Bosnia and Herzegovina,BOS,346325,0.0,2016,,,0.0,,0.063557805,0.0,0.0,,,90.0,0.0,0.0,,0.0,,0.0,,155.8578288,0.0,434226.0,,0.0,0.0
346,344,Croatia,CRO,Bosnia and Herzegovina,BOS,346344,0.0,2016,,,0.0,,0.41277865,1.0,0.0,,,0.0,1.0,0.0,,1.0,,1.0,,0.0,18.0,0.0,,0.0,1.0
346,349,Slovenia,SLV,Bosnia and Herzegovina,BOS,346349,0.0,2016,,,0.0,,-0.122696599,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,55.99610774,0.0,0.0,,0.0,0.0
349,255,Germany,GMY,Slovenia,SLV,349255,0.0,2016,,,0.0,,0.067510443,1.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0
350,255,Germany,GMY,Greece,GRC,350255,0.0,2016,,,0.0,,-0.227842883,1.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0
355,255,Germany,GMY,Bulgaria,BUL,355255,0.0,2016,,,0.0,,-0.078619382,1.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0
360,2,United States of America,USA,Romania,ROM,3602,0.0,2016,,,0.0,,0.368952578,1.0,22.0,,,0.0,0.0,0.0,,0.0,,0.0,,6362.445449,0.0,0.0,,0.0,0.0
360,255,Germany,GMY,Romania,ROM,360255,0.0,2016,,,0.0,,0.099554164,1.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0
360,310,Hungary,HUN,Romania,ROM,360310,0.0,2016,,,0.0,,0.061088776,1.0,0.0,,,0.0,0.0,0.0,,0.0,,1.0,,0.0,0.0,0.0,,0.0,1.0
552,560,South Africa,SAF,Zimbabwe,ZIM,552560,0.0,2016,,,0.0,,0.0,1.0,0.0,,,0.0,0.0,0.0,,0.0,,1.0,,17.60964385,0.0,0.0,,0.0,1.0
365,20,Canada,CAN,Russia,RUS,36520,0.0,2016,,,0.0,,0.686481703,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,1258.451255,0.0,0.0,,0.0,0.0
365,210,Netherlands,NTH,Russia,RUS,365210,0.0,2016,,,0.0,,0.663440678,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,838.0954125,0.0,0.0,,0.0,0.0
365,211,Belgium,BEL,Russia,RUS,365211,0.0,2016,,,0.0,,0.736099015,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,1007.341113,0.0,0.0,,0.0,0.0
365,220,France,FRN,Russia,RUS,365220,0.0,2016,,,0.0,,0.707488745,0.0,0.0,,,1037.0,0.0,0.0,,0.0,,0.0,,1003.280382,0.0,0.0,,0.0,0.0
365,225,Switzerland,SWZ,Russia,RUS,365225,0.0,2016,,,0.0,,0.712697904,0.0,0.0,,,15.0,0.0,0.0,,0.0,,0.0,,1048.999522,0.0,351616.0,,0.0,0.0
365,255,Germany,GMY,Russia,RUS,365255,0.0,2016,,,0.0,,0.354230045,0.0,0.0,,,399.0,0.0,0.0,,0.0,,5.0,,,0.0,0.0,,0.0,1.0
365,305,Austria,AUS,Russia,RUS,365305,0.0,2016,,,0.0,,0.414621348,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,666.4660943,0.0,321394.0,,0.0,0.0
365,325,Italy,ITA,Russia,RUS,365325,0.0,2016,,,0.0,,0.472974006,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,976.2935442,6.0,0.0,,0.0,0.0
365,368,Lithuania,LIT,Russia,RUS,365368,0.0,2016,,,0.0,,0.217582554,0.0,0.0,,,0.0,0.0,0.0,,0.0,,1.0,,9.91e-12,0.0,0.0,,0.0,1.0
365,369,Ukraine,UKR,Russia,RUS,365369,0.0,2016,,,0.0,,0.553124666,0.0,0.0,,,17.0,0.0,0.0,,0.0,,1.0,,2.83e-12,3148.0,0.0,,0.0,1.0
365,375,Finland,FIN,Russia,RUS,365375,0.0,2016,,,0.0,,0.435046085,0.0,0.0,,,7.0,0.0,0.0,,0.0,,1.0,,1.52e-12,0.0,126043.0,,0.0,1.0
365,380,Sweden,SWD,Russia,RUS,365380,0.0,2016,,,0.0,,0.50845747,0.0,0.0,,,0.0,0.0,0.0,,0.0,,4.0,,209.1758029,0.0,0.0,,0.0,1.0
365,385,Norway,NOR,Russia,RUS,365385,0.0,2016,,,0.0,,0.572261514,0.0,0.0,,,0.0,0.0,0.0,,0.0,,1.0,,2.22e-12,0.0,0.0,,0.0,1.0
365,390,Denmark,DEN,Russia,RUS,365390,0.0,2016,,,0.0,,0.626937238,0.0,0.0,,,19.0,0.0,0.0,,0.0,,5.0,,307.9903366,0.0,95304.0,,0.0,1.0
365,900,Australia,AUL,Russia,RUS,365900,0.0,2016,,,0.0,,0.764721775,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,5919.074237,0.0,0.0,,0.0,0.0
367,255,Germany,GMY,Latvia,LAT,367255,0.0,2016,,,0.0,,-0.234979555,1.0,0.0,,,0.0,0.0,0.0,,0.0,,5.0,,,0.0,0.0,,0.0,1.0
368,255,Germany,GMY,Lithuania,LIT,368255,0.0,2016,,,0.0,,0.136647491,1.0,0.0,,,0.0,0.0,0.0,,0.0,,5.0,,,0.0,0.0,,0.0,1.0
369,210,Netherlands,NTH,Ukraine,UKR,369210,0.0,2016,,,0.0,,0.110316012,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,1127.018576,0.0,0.0,,0.0,0.0
369,211,Belgium,BEL,Ukraine,UKR,369211,0.0,2016,,,0.0,,0.182974349,0.0,0.0,,,44.0,0.0,0.0,,0.0,,0.0,,1161.451089,0.0,0.0,,0.0,0.0
369,220,France,FRN,Ukraine,UKR,369220,0.0,2016,,,0.0,,0.154364079,0.0,0.0,,,344.0,0.0,0.0,,0.0,,0.0,,1025.68325,0.0,132676.0,,0.0,0.0
369,255,Germany,GMY,Ukraine,UKR,369255,0.0,2016,,,0.0,,-0.198894621,0.0,0.0,,,35.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0
369,316,Czech Republic,CZR,Ukraine,UKR,369316,0.0,2016,,,0.0,,0.307857166,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,271.0913844,0.0,0.0,,0.0,0.0
369,325,Italy,ITA,Ukraine,UKR,369325,0.0,2016,,,0.0,,-0.08015066,0.0,0.0,,,1850.0,0.0,0.0,,0.0,,0.0,,668.9699172,0.0,0.0,,0.0,0.0
370,2,United States of America,USA,Belarus,BLR,3702,0.0,2016,,,0.0,,0.011597719,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,5852.060063,0.0,0.0,,0.0,0.0
370,255,Germany,GMY,Belarus,BLR,370255,0.0,2016,,,0.0,,-0.257800695,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0
370,365,Russia,RUS,Belarus,BLR,370365,0.0,2016,,,0.0,,-0.61203074,1.0,0.0,,,0.0,0.0,0.0,,0.0,,1.0,,0.0,0.0,686487.0,,0.0,1.0
373,2,United States of America,USA,Azerbaijan,AZE,3732,0.0,2016,,,0.0,,0.33713544,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,7291.352343,0.0,0.0,,0.0,0.0
373,20,Canada,CAN,Azerbaijan,AZE,37320,0.0,2016,,,0.0,,0.399988684,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,5667.301983,0.0,0.0,,0.0,0.0
373,220,France,FRN,Azerbaijan,AZE,373220,0.0,2016,,,0.0,,0.420995726,0.0,0.0,,,110.0,0.0,0.0,,0.0,,0.0,,2923.87453,0.0,0.0,,0.0,0.0
373,255,Germany,GMY,Azerbaijan,AZE,373255,0.0,2016,,,0.0,,0.067737026,0.0,0.0,,,141.0,0.0,0.0,,0.0,,0.0,,,11.0,0.0,,0.0,0.0
373,369,Ukraine,UKR,Azerbaijan,AZE,373369,0.0,2016,,,0.0,,0.266631647,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,812.7821827,0.0,0.0,,0.0,0.0
600,325,Italy,ITA,Morocco,MOR,600325,0.0,2016,,,0.0,,0.497115272,0.0,0.0,,,131.0,0.0,0.0,,0.0,,0.0,,1018.710485,0.0,0.0,,0.0,0.0
615,230,Spain,SPN,Algeria,ALG,615230,0.0,2016,,,0.0,,0.365609957,0.0,0.0,,,4.0,0.0,0.0,,0.0,,4.0,,160.8232109,0.0,0.0,,0.0,1.0
615,255,Germany,GMY,Algeria,ALG,615255,0.0,2016,,,0.0,,0.353307946,0.0,0.0,,,108.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0
630,640,Turkey,TUR,Iran,IRN,630640,0.0,2016,,,0.0,,0.003775055,0.0,0.0,,,1704.0,0.0,0.0,,0.0,,1.0,,3.53e-12,1.0,2090067.0,,0.0,1.0
640,210,Netherlands,NTH,Turkey,TUR,640210,0.0,2016,,,0.0,,0.711021174,1.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,1852.888315,0.0,953822.0,,0.0,0.0
640,220,France,FRN,Turkey,TUR,640220,0.0,2016,,,0.0,,0.755069241,1.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,1375.376173,291.0,0.0,,0.0,0.0
640,225,Switzerland,SWZ,Turkey,TUR,640225,0.0,2016,,,0.0,,0.7602784,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,1377.647181,0.0,951660.0,,0.0,0.0
640,350,Greece,GRC,Turkey,TUR,640350,0.0,2016,,,1.0,,0.629653424,1.0,0.0,,,8.0,1.0,0.0,,1.0,,1.0,,0.0,0.0,0.0,,0.0,1.0
645,800,Thailand,THI,Iraq,IRQ,645800,0.0,2016,,,0.0,,-0.128632959,0.0,0.0,,,145.0,0.0,0.0,,0.0,,0.0,,5074.139247,0.0,0.0,,0.0,0.0
433,220,France,FRN,Senegal,SEN,433220,0.0,2016,,,0.0,,0.0,1.0,0.0,,,141.0,0.0,0.0,,0.0,,0.0,,3174.868593,0.0,0.0,,0.0,0.0
652,220,France,FRN,Syria,SYR,652220,0.0,2016,,,0.0,,0.525876712,0.0,0.0,,,3812.0,0.0,0.0,,0.0,,0.0,,2373.873325,0.0,0.0,,0.0,0.0
437,2,United States of America,USA,Ivory Coast,CDI,4372,0.0,2016,,,0.0,,0.663683134,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,6789.266802,0.0,0.0,,0.0,0.0
437,210,Netherlands,NTH,Ivory Coast,CDI,437210,0.0,2016,,,0.0,,0.703495353,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,4577.367089,0.0,0.0,,0.0,0.0
437,220,France,FRN,Ivory Coast,CDI,437220,0.0,2016,,,0.0,,0.74754342,0.0,0.0,,,232.0,0.0,0.0,,0.0,,0.0,,3593.802076,0.0,0.0,,0.0,0.0
437,255,Germany,GMY,Ivory Coast,CDI,437255,0.0,2016,,,0.0,,0.39428472,0.0,0.0,,,1.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0
437,475,Nigeria,NIG,Ivory Coast,CDI,437475,0.0,2016,,,0.0,,0.189640305,1.0,0.0,,,1.0,0.0,0.0,,0.0,,0.0,,587.1984949,0.0,0.0,,0.0,0.0
450,255,Germany,GMY,Liberia,LBR,450255,0.0,2016,,,0.0,,0.108411665,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0
450,385,Norway,NOR,Liberia,LBR,450385,0.0,2016,,,0.0,,0.326443134,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,5676.234114,0.0,0.0,,0.0,0.0
471,220,France,FRN,Cameroon,CAO,471220,0.0,2016,,,0.0,,0.0,0.0,0.0,,,81.0,0.0,0.0,,0.0,,0.0,,3169.95446,0.0,0.0,,0.0,0.0
700,2,United States of America,USA,Afghanistan,AFG,7002,0.0,2016,,,0.0,,0.671045607,0.0,312.0,,,105.0,0.0,0.0,,0.0,,0.0,,7212.742103,0.0,0.0,,0.0,0.0
475,2,United States of America,USA,Nigeria,NIG,4752,0.0,2016,,,0.0,,0.474042829,0.0,0.0,,,75.0,0.0,0.0,,0.0,,0.0,,7478.448082,0.0,0.0,,0.0,0.0
